pricingDate,instrumentId,bondType,start,maturity,coupon,issuePrice,modelPrice,marketProxyPrice,priceDiff,diffBp,modelVsIssue
2025-08-18,106809.XSHE,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,106815.XSHE,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,106817.XSHE,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,147503.XIBE,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,147503.XSHG,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,147505.XIBE,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,147505.XSHG,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,147696.XIBE,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,147696.XSHG,FixedRateBond,2018-08-24,2025-08-24,0.0398,100.0,103.95391214698725,103.95254539188866,0.0013667550985871912,0.1314787524853145,3.95391214698725
2025-08-18,019683.XSHG,FixedRateBond,2022-08-25,2025-08-25,0.0218,100.0,102.15242676303787,102.15085990760872,0.0015668554291465853,0.15338641598861003,2.152426763037866
2025-08-18,019683X.XSHG,FixedRateBond,2022-08-25,2025-08-25,0.0218,100.0,102.15242676303787,102.15085990760872,0.0015668554291465853,0.15338641598861003,2.152426763037866
2025-08-18,019683X2.XSHG,FixedRateBond,2022-08-25,2025-08-25,0.0218,100.0,102.15242676303787,102.15085990760872,0.0015668554291465853,0.15338641598861003,2.152426763037866
2025-08-18,102218.XSHE,FixedRateBond,2022-08-25,2025-08-25,0.0218,100.0,102.15242676303787,102.15085990760872,0.0015668554291465853,0.15338641598861003,2.152426763037866
2025-08-18,102218X.XSHE,FixedRateBond,2022-08-25,2025-08-25,0.0218,100.0,102.15242676303787,102.15085990760872,0.0015668554291465853,0.15338641598861003,2.152426763037866
2025-08-18,102218X2.XSHE,FixedRateBond,2022-08-25,2025-08-25,0.0218,100.0,102.15242676303787,102.15085990760872,0.0015668554291465853,0.15338641598861003,2.152426763037866
2025-08-18,109427.XSHE,FixedRateBond,2015-08-25,2025-08-25,0.0361,100.0,101.76479288725278,101.76323197750952,0.0015609097432616181,0.15338641599083047,1.7647928872527814
2025-08-18,109431.XSHE,FixedRateBond,2015-08-25,2025-08-25,0.0361,100.0,101.76479288725278,101.76323197750952,0.0015609097432616181,0.15338641599083047,1.7647928872527814
2025-08-18,130426.XSHG,FixedRateBond,2015-08-25,2025-08-25,0.0361,100.0,101.76479288725278,101.76323197750952,0.0015609097432616181,0.15338641599083047,1.7647928872527814
2025-08-18,130430.XSHG,FixedRateBond,2015-08-25,2025-08-25,0.0361,100.0,101.76479288725278,101.76323197750952,0.0015609097432616181,0.15338641599083047,1.7647928872527814
2025-08-18,1556010.OTC,FixedRateBond,2015-08-25,2025-08-25,0.0384,100.0,101.87881925328206,101.87725659455606,0.0015626587260015867,0.15338641599083047,1.8788192532820602
2025-08-18,1556010.XIBE,FixedRateBond,2015-08-25,2025-08-25,0.0384,100.0,101.87881925328206,101.87725659455606,0.0015626587260015867,0.15338641599083047,1.8788192532820602
2025-08-18,1556012.OTC,FixedRateBond,2015-08-25,2025-08-25,0.0384,100.0,101.87881925328206,101.87725659455606,0.0015626587260015867,0.15338641599083047,1.8788192532820602
2025-08-18,1556012.XIBE,FixedRateBond,2015-08-25,2025-08-25,0.0384,100.0,101.87881925328206,101.87725659455606,0.0015626587260015867,0.15338641599083047,1.8788192532820602
2025-08-18,1574008.XIBE,FixedRateBond,2015-08-25,2025-08-25,0.0361,100.0,101.76479288725278,101.76323197750952,0.0015609097432616181,0.15338641599083047,1.7647928872527814
2025-08-18,1574012.XIBE,FixedRateBond,2015-08-25,2025-08-25,0.0361,100.0,101.76479288725278,101.76323197750952,0.0015609097432616181,0.15338641599083047,1.7647928872527814
2025-08-18,171656.XSHG,FixedRateBond,2020-08-25,2025-08-25,0.031200000000000002,100.0,103.09128498886264,103.08970373284454,0.0015812560180989976,0.15338641598861003,3.0912849888626397
2025-08-18,171660.XSHG,FixedRateBond,2020-08-25,2025-08-25,0.031200000000000002,100.0,103.09128498886264,103.08970373284454,0.0015812560180989976,0.15338641598861003,3.0912849888626397
2025-08-18,190663.XSHE,FixedRateBond,2020-08-25,2025-08-25,0.031200000000000002,100.0,103.09128498886264,103.08970373284454,0.0015812560180989976,0.15338641598861003,3.0912849888626397
