曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9824,8,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.906,8,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8815,8,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7906,8,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.709,8,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.5854,8,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.836,9,21,21Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8474,9,20,20Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8604,9,19,19Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8749,9,18,18Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8906,9,17,17Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9082,9,16,16Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9284,9,15,15Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9503,9,14,14Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.976,9,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0054,9,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0396,9,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0277,9,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0226,9,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0218,9,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0194,9,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0375,9,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.062,9,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9863,9,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9804,9,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8934,9,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8328,9,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8362,10,20,20Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8482,10,19,19Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8619,10,18,18Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8774,10,17,17Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8943,10,16,16Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9132,10,15,15Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9353,10,14,14Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9594,10,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9879,10,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0211,10,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0604,10,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0493,10,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0463,10,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0488,10,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0505,10,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0785,10,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.1194,10,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0375,10,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0542,10,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.954,10,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.83,11,19,19Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8423,11,18,18Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8565,11,17,17Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8726,11,16,16Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8903,11,15,15Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9103,11,14,14Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9338,11,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9598,11,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.991,11,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0278,11,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0722,11,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0612,11,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0595,11,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0646,11,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0698,11,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.1096,11,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.1745,11,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0792,11,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.1545,11,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.812,12,18,18Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.824,12,17,17Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8379,12,16,16Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8538,12,15,15Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8714,12,14,14Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8915,12,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9155,12,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9421,12,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9747,12,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0138,12,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0619,12,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0479,12,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0437,12,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0466,12,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0486,12,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0946,12,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.1845,12,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0039,12,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8007,13,17,17Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8127,13,16,16Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8268,13,15,15Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8431,13,14,14Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8612,13,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8822,13,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9074,13,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.936,13,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9714,13,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.015,13,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0702,13,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0553,13,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0516,13,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0573,13,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0635,13,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.14,13,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.3654,13,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7655,14,16,16Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.776,14,15,15Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7884,14,14,14Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.803,14,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8193,14,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8384,14,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8617,14,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8883,14,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9223,14,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.965,14,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.021,14,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9933,14,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9733,14,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9548,14,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9129,14,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9151,14,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7556,15,15,15Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7661,15,14,14Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7787,15,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7937,15,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8106,15,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8307,15,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8558,15,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.885,15,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9233,15,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9733,15,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0422,15,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0129,15,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9927,15,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9746,15,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9107,15,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7445,16,14,14Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7549,16,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7677,16,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7831,16,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8006,16,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8218,16,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8489,16,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8813,16,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9254,16,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9859,16,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0751,16,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.047,16,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0337,16,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0385,16,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7219,17,13,13Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7314,17,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7431,17,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7576,17,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7742,17,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7947,17,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8219,17,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8552,17,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9028,17,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.9727,17,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0873,17,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0512,17,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0289,17,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6964,18,12,12Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7043,18,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7146,18,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7275,18,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7425,18,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7613,18,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7874,18,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8204,18,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8713,18,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.954,18,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.1166,18,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.0736,18,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6622,19,11,11Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6675,19,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6748,19,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6843,19,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6952,19,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7094,19,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7303,19,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.7573,19,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8039,19,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.8942,19,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,3.1596,19,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6125,20,10,10Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.613,20,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6144,20,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6165,20,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6181,20,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6196,20,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6232,20,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6235,20,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6265,20,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6296,20,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6107,21,9,9Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6109,21,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6122,21,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6144,21,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6158,21,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6171,21,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6211,21,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6205,21,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6235,21,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.609,22,8,8Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6091,22,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6103,22,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6126,22,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6138,22,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.615,22,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6199,22,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6174,22,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6079,23,7,7Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6077,23,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6089,23,5,5Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6113,23,4,4Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6126,23,3,3Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6137,23,2,2Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6224,23,1,1Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6054,24,6,6Y
上海清算所地方政府债收益率曲线(AAA),远期的即期,2026-02-26,0,2.6048,24,5,5Y
