曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.608,21,7,7Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.3806,21,6,6Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.1662,21,5,5Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,6.9634,21,4,4Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,6.773,21,3,3Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,6.5907,21,2,2Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,6.4237,21,1,1Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.3134,22,8,8Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.0516,22,7,7Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.8067,22,6,6Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.573,22,5,5Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.3526,22,4,4Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.144,22,3,3Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,6.948,22,2,2Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,6.758,22,1,1Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.5374,23,7,7Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.2688,23,6,6Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.0177,23,5,5Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.7778,23,4,4Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.5515,23,3,3Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.3375,23,2,2Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.1384,23,1,1Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.7723,24,6,6Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.4963,24,5,5Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.2386,24,4,4Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.9917,24,3,3Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.7587,24,2,2Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.5369,24,1,1Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,9.0211,25,5,5Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.7374,25,4,4Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.4735,25,3,3Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.2199,25,2,2Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,7.9809,25,1,1Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,9.2828,26,4,4Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.9908,26,3,3Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.7207,26,2,2Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,8.4594,26,1,1Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,9.5586,27,3,3Y
上海清算所中资美元债收益率曲线(A),远期的即期,2026-03-03,0,9.2575,27,2,2Y
